475.000000, 0
343.750000, 1
281.250000, 2
241.796875, 3
214.453125, 4
193.847656, 5
177.734375, 6
164.604187, 7
153.694153, 8
144.401932, 9
136.392975, 10
129.374623, 11
123.175383, 12
117.633855, 13
112.652323, 14
108.133524, 15
104.017349, 16
100.241213, 17
96.765934, 18
93.549151, 19
90.564135, 20
87.781039, 21
85.180948, 22
82.742135, 23
80.450805, 24
78.290707, 25
76.251521, 26
74.320811, 27
72.490692, 28
70.751459, 29
69.096974, 30
67.519533, 31
66.014281, 32
64.575015, 33
63.197839, 34
61.877692, 35
60.611408, 36
59.394811, 37
58.225301, 38
57.099395, 39
56.014937, 40
54.968996, 41
53.959766, 42
52.984760, 43
52.042457, 44
51.130727, 45
50.248279, 46
49.393280, 47
48.564623, 48
47.760722, 49
46.980625, 50
46.222947, 51
45.486865, 52
44.771167, 53
44.075135, 54
43.397703, 55
42.738244, 56
42.095812, 57
41.469860, 58
40.859545, 59
40.264386, 60
39.683632, 61
39.116855, 62
38.563383, 63
38.022837, 64
37.494612, 65
36.978372, 66
36.473569, 67
35.979904, 68
35.496881, 69
35.024233, 70
34.561508, 71
34.108466, 72
33.664698, 73
33.229987, 74
32.803957, 75
32.386415, 76
31.977016, 77
31.575584, 78
31.181805, 79
30.795518, 80
30.416433, 81
30.044405, 82
29.679167, 83
29.320587, 84
28.968416, 85
28.622536, 86
28.282716, 87
27.948848, 88
27.620717, 89
27.298224, 90
26.981171, 91
26.669466, 92
26.362924, 93
26.061461, 94
25.764904, 95
25.473177, 96
25.186118, 97
24.903656, 98
24.625640, 99
24.352005, 100
24.082608, 101
23.817389, 102
23.556216, 103
23.299032, 104
23.045712, 105
22.796204, 106
22.550391, 107
22.308225, 108
22.069593, 109
21.834453, 110
21.602699, 111
21.374289, 112
21.149125, 113
20.927167, 114
20.708323, 115
20.492555, 116
20.279776, 117
20.069952, 118
19.862998, 119
19.658883, 120
19.457527, 121
19.258902, 122
19.062930, 123
18.869585, 124
18.678795, 125
18.490533, 126
18.304730, 127
18.121364, 128
17.940368, 129
17.761720, 130
17.585356, 131
17.411257, 132
17.239362, 133
17.069652, 134
16.902068, 135
16.736594, 136
16.573174, 137
16.411791, 138
16.252392, 139
16.094961, 140
15.939448, 141
15.785837, 142
15.634081, 143
15.484165, 144
15.336042, 145
15.189700, 146
15.045094, 147
14.902210, 148
14.761008, 149
14.621473, 150
14.483567, 151
14.347276, 152
14.212563, 153
14.079416, 154
13.947796, 155
13.817696, 156
13.689076, 157
13.561930, 158
13.436220, 159
13.311938, 160
13.189050, 161
13.067549, 162
12.947400, 163
12.828597, 164
12.711106, 165
12.594923, 166
12.480014, 167
12.366374, 168
12.253973, 169
12.142805, 170
12.032840, 171
11.924073, 172
11.816476, 173
11.710043, 174
11.604748, 175
11.500585, 176
11.397527, 177
11.295571, 178
11.194691, 179
11.094881, 180
10.996118, 181
10.898398, 182
10.801696, 183
10.706008, 184
10.611312, 185
10.517604, 186
10.424860, 187
10.333079, 188
10.242237, 189
10.152332, 190
10.063342, 191
9.975265, 192
9.888080, 193
9.801784, 194
9.716357, 195
9.631796, 196
9.548083, 197
9.465214, 198
9.383172, 199
9.301952, 200
9.221538, 201
9.141927, 202
9.063102, 203
8.985059, 204
8.907782, 205
8.831270, 206
8.755505, 207
8.680485, 208
8.606195, 209
8.532632, 210
8.459781, 211
8.387639, 212
8.316193, 213
8.245439, 214
8.175365, 215
8.105966, 216
8.037230, 217
7.969155, 218
7.901727, 219
7.834944, 220
7.768794, 221
7.703273, 222
7.638370, 223
7.574083, 224
7.510399, 225
7.447317, 226
7.384825, 227
7.322920, 228
7.261592, 229
7.200839, 230
7.140649, 231
7.081021, 232
7.021943, 233
6.963415, 234
6.905426, 235
6.847974, 236
6.791048, 237
6.734648, 238
6.678763, 239
6.623392, 240
6.568525, 241
6.514161, 242
6.460289, 243
6.406910, 244
6.354012, 245
6.301596, 246
6.249653, 247
6.198180, 248
6.147169, 249
6.096619, 250
6.046521, 251
5.996875, 252
5.947671, 253
5.898909, 254
5.850581, 255
5.802685, 256
5.755213, 257
5.708165, 258
5.661533, 259
5.615315, 260
5.569504, 261
5.524100, 262
5.479094, 263
5.434487, 264
5.390270, 265
5.346443, 266
5.302998, 267
5.259935, 268
5.217248, 269
5.174934, 270
5.132988, 271
5.091409, 272
5.050190, 273
5.009330, 274
4.968823, 275
4.928668, 276
4.888860, 277
4.849396, 278
4.810272, 279
4.771486, 280
4.733033, 281
4.694912, 282
4.657116, 283
4.619646, 284
4.582496, 285
4.545665, 286
4.509147, 287
4.472942, 288
4.437045, 289
4.401454, 290
4.366166, 291
4.331178, 292
4.296486, 293
4.262089, 294
4.227982, 295
4.194165, 296
4.160633, 297
4.127385, 298
4.094416, 299
4.061726, 300
4.029310, 301
3.997168, 302
3.965295, 303
3.933690, 304
3.902349, 305
3.871272, 306
3.840453, 307
3.809893, 308
3.779588, 309
3.749536, 310
3.719734, 311
3.690181, 312
3.660873, 313
3.631810, 314
3.602987, 315
3.574404, 316
3.546057, 317
3.517946, 318
3.490067, 319
3.462420, 320
3.435000, 321
3.407807, 322
3.380838, 323
3.354092, 324
3.327565, 325
3.301258, 326
3.275166, 327
3.249290, 328
3.223625, 329
3.198171, 330
3.172926, 331
3.147888, 332
3.123055, 333
3.098425, 334
3.073996, 335
3.049768, 336
3.025736, 337
3.001902, 338
2.978261, 339
2.954813, 340
2.931556, 341
2.908488, 342
2.885608, 343
2.862914, 344
2.840404, 345
2.818077, 346
2.795931, 347
2.773964, 348
2.752176, 349
2.730564, 350
2.709127, 351
2.687863, 352
2.666771, 353
2.645850, 354
2.625097, 355
2.604512, 356
2.584093, 357
2.563839, 358
2.543747, 359
2.523818, 360
2.504049, 361
2.484439, 362
2.464986, 363
2.445690, 364
2.426549, 365
2.407562, 366
2.388726, 367
2.370043, 368
2.351508, 369
2.333122, 370
2.314884, 371
2.296791, 372
2.278843, 373
2.261039, 374
2.243377, 375
2.225856, 376
2.208475, 377
2.191233, 378
2.174128, 379
2.157160, 380
2.140326, 381
2.123628, 382
2.107062, 383
2.090628, 384
2.074325, 385
2.058152, 386
2.042107, 387
2.026190, 388
2.010398, 389
1.994733, 390
1.979192, 391
1.963775, 392
1.948479, 393
