0.0000000000e+00,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.0040080160e-03,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.0080160321e-03,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
6.0120240481e-03,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
8.0160320641e-03,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
1.0020040080e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
1.2024048096e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
1.4028056112e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
1.6032064128e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
1.8036072144e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.0040080160e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.2044088176e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.4048096192e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.6052104208e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
2.8056112224e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
3.0060120240e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
3.2064128257e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
3.4068136273e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
3.6072144289e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
3.8076152305e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.0080160321e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.2084168337e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.4088176353e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.6092184369e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
4.8096192385e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
5.0100200401e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
5.2104208417e-02,5.0662500000e+05,8.6130000000e+04,0.0000000000e+00,0.0000000000e+00,
